stop_id,stop_code,stop_name,stop_lat,stop_lon,mode,mode_type,route_code,MUNI,HOOD,B_W_202505,B_S_202505,B_U_202505,R_W_202505
W00340,2364,4TH AVE AT MILL ST,40.5184,-80.1636,BUS,BUS,All Routes,"Coraopolis borough (Allegheny, PA)",,6.38,5.6,2.8,0.05
W00370,2363,4TH AVE AT MULBERRY ST,40.5178,-80.1619,BUS,BUS,All Routes,"Coraopolis borough (Allegheny, PA)",,1,1,0.6,0
W00390,2370,4TH AVE AT THORN ST,40.5225,-80.1744,BUS,BUS,All Routes,"Coraopolis borough (Allegheny, PA)",,1.67,1.4,1.8,0.05
W00400,2367,4TH AVE AT WATT ST,40.5206,-80.1694,BUS,BUS,All Routes,"Coraopolis borough (Allegheny, PA)",,1.19,1.4,0.6,0
W00440,2366,4TH AVE OPP KENDALL ST,40.52,-80.1678,BUS,BUS,All Routes,"Coraopolis borough (Allegheny, PA)",,0.24,0.8,0.6,0
W00450,2368,4TH AVE OPP LOCUST ST,40.5212,-80.1711,BUS,BUS,All Routes,"Coraopolis borough (Allegheny, PA)",,1.43,1.2,1.2,0.05
W00460,2359,4TH AVE AT CORAOPOLIS BRIDGE FS,40.5148,-80.1539,BUS,BUS,All Routes,"Coraopolis borough (Allegheny, PA)",,3.81,3,1.8,0.05
W00470,2371,4TH AVE OPP THORN RUN RD - THORN RUN PARK,40.5234,-80.1769,BUS,BUS,All Routes,"Moon township (Allegheny, PA)",,0.1,0.4,0.8,0
W00480,2201,5TH AVE AT BROADWAY ST,40.5163,-80.1614,BUS,BUS,All Routes,"Coraopolis borough (Allegheny, PA)",,29.19,15.4,14.2,0.1
W00490,18788,5TH AVE AT CHESS ST FS,40.5212,-80.1738,BUS,BUS,All Routes,"Coraopolis borough (Allegheny, PA)",,6.48,3.8,3.8,0.05
W00510,18790,5TH AVE AT CHESTNUT ST FS,40.5156,-80.1594,BUS,BUS,All Routes,"Coraopolis borough (Allegheny, PA)",,3.9,1.6,1,0
W00530,2203,5TH AVE AT OFFICE BLDG,40.5149,-80.1576,BUS,BUS,All Routes,"Coraopolis borough (Allegheny, PA)",,0.62,0.2,0,0
W00600,2199,5TH AVE AT MAIN ST,40.5184,-80.1669,BUS,BUS,All Routes,"Coraopolis borough (Allegheny, PA)",,23.62,13.8,11.8,0.29
W00650,18787,5TH AVE AT THORN HOLLOW RD FS - THORN RUN,40.5224,-80.1765,BUS,BUS,All Routes,"Moon township (Allegheny, PA)",,3.67,1.2,0.4,0
W00780,4195,ALLENDALE CIR AT #3604,40.4594,-80.0645,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Sheraden,8.48,3.4,1,0.14
W00790,4196,ALLENDALE CIR AT #3658,40.4605,-80.0637,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Sheraden,5.29,2,1.8,0
W00800,4197,ALLENDALE CIR AT #3728,40.4595,-80.0628,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Sheraden,3.52,1.4,0.6,0
W00810,4204,ALLENDALE ST AT CHARTIERS AVE,40.4541,-80.0597,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Sheraden,6.81,3.8,2.6,0.1
W00820,4191,ALLENDALE ST AT FAIRDALE ST,40.4554,-80.061,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Sheraden,4.52,3.4,1.8,0.14
W00840,4194,ALLENDALE ST AT MOYER ST,40.4582,-80.064,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Sheraden,6.19,2.6,5.4,0.1
W00870,19197,ALLENDALE ST AT TWEED ST,40.4566,-80.0624,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Sheraden,5.43,3.8,1.8,0
W00900,4193,ALLENDALE ST OPP STANHOPE ST,40.4571,-80.0628,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Sheraden,9.1,6.8,3.6,0.05
W01850,4085,BERRY ST AT SCOTIA ST,40.4483,-80.0677,BUS,BUS,All Routes,"Ingram borough (Allegheny, PA)",,2.57,1.2,2.2,0.05
W01870,4156,BERRY ST OPP SCOTIA ST,40.4484,-80.0678,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Windgap,0.71,0.2,0.4,0.05
W01885,4208,BERRY ST AT W PROSPECT AVE,40.4472,-80.0691,BUS,BUS,All Routes,"Ingram borough (Allegheny, PA)",,1.24,0.4,0,0
W02450,3731,BROADHEAD-FORDING RD AT VILLAGE RD #2,40.4497,-80.0807,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Fairywood,6.19,4.6,4,0.24
W02460,3732,BROADHEAD-FORDING RD AT VILLAGE RD #1,40.4514,-80.0786,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Fairywood,15.57,6,4.4,0.19
W02555,17503,BROADHEAD-FORDING RD OPP W PROSPECT AVE NS,40.4486,-80.0822,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Fairywood,8.19,4,1,0.14
W02650,3678,BROADWAY AVE AT 13TH ST,40.4746,-80.0798,BUS,BUS,All Routes,"Stowe township (Allegheny, PA)",,11.05,6,3.2,0.05
W02670,3677,BROADWAY AVE AT 14TH ST,40.475,-80.0808,BUS,BUS,All Routes,"Stowe township (Allegheny, PA)",,4.52,1,0.6,0.05
W02700,3676,BROADWAY AVE AT 15TH ST,40.4753,-80.0818,BUS,BUS,All Routes,"Stowe township (Allegheny, PA)",,8.1,6.2,6.4,0.05
W02710,3647,BROADWAY AVE AT 3RD ST,40.4675,-80.067,BUS,BUS,All Routes,"McKees Rocks borough (Allegheny, PA)",,3.67,2.4,2.8,0
W02720,3620,BROADWAY AVE AT 3RD ST,40.4678,-80.0674,BUS,BUS,All Routes,"McKees Rocks borough (Allegheny, PA)",,24.48,13.4,8.4,0
W02730,3680,BROADWAY AVE AT 9TH ST FS,40.4734,-80.0763,BUS,BUS,All Routes,"Stowe township (Allegheny, PA)",,73.9,42,33.4,0.95
W02735,3622,BROADWAY AVE AT CHARLES ST,40.4704,-80.0708,BUS,BUS,All Routes,"Stowe township (Allegheny, PA)",,18.57,10.4,7.2,1.1
W02740,3645,BROADWAY AVE OPP CHARLES ST,40.4703,-80.0704,BUS,BUS,All Routes,"Stowe township (Allegheny, PA)",,7.57,6.8,2,1.24
W02743,3648,BROADWAY AVE AT LAKE ST,40.4661,-80.0665,BUS,BUS,All Routes,"McKees Rocks borough (Allegheny, PA)",,8.76,6,3.8,0.29
W02745,3623,BROADWAY AVE AT DALE ST,40.4718,-80.0727,BUS,BUS,All Routes,"Stowe township (Allegheny, PA)",,85.1,40.6,32.6,0.57
W02770,3644,BROADWAY AVE OPP DALE ST,40.4719,-80.0725,BUS,BUS,All Routes,"Stowe township (Allegheny, PA)",,24.33,13.8,16.2,0.33
W02780,3646,BROADWAY AVE OPP WAYNE AVE,40.4692,-80.069,BUS,BUS,All Routes,"McKees Rocks borough (Allegheny, PA)",,15.86,13.8,10.8,0.19
W02785,3621,BROADWAY AVE AT WAYNE AVE,40.4693,-80.0692,BUS,BUS,All Routes,"McKees Rocks borough (Allegheny, PA)",,22.71,15.4,13.2,0
W02800,4054,CAROTHERS AVE AT CREEK AVE,40.4017,-80.0884,BUS,BUS,All Routes,"Scott township (Allegheny, PA)",,3.9,,,0
W02810,3904,CAROTHERS AVE AT FINLEY AVE FS,40.3966,-80.0881,BUS,BUS,All Routes,"Scott township (Allegheny, PA)",,0.29,,,0
W02820,3902,CAROTHERS AVE AT HILL ST,40.4003,-80.0883,BUS,BUS,All Routes,"Scott township (Allegheny, PA)",,0.24,,,0
W02870,5595,CAROTHERS AVE AT WASHINGTON AVE,40.3957,-80.0869,BUS,BUS,All Routes,"Scott township (Allegheny, PA)",,0.05,,,0
W02880,3901,CAROTHERS AVE OPP CREEK,40.4016,-80.0884,BUS,BUS,All Routes,"Scott township (Allegheny, PA)",,0.29,,,0
W02910,4052,CAROTHERS AVE OPP LOCUST ST,40.3979,-80.0882,BUS,BUS,All Routes,"Scott township (Allegheny, PA)",,0.81,,,0
W02920,3903,CAROTHERS AVE AT LOCUST ST,40.3978,-80.0884,BUS,BUS,All Routes,"Scott township (Allegheny, PA)",,0.05,,,0
W02930,4053,CAROTHERS AVE AT PACHEL WAY,40.3995,-80.0882,BUS,BUS,All Routes,"Scott township (Allegheny, PA)",,1.95,,,0
W03210,4096,CHARTIERS AVE AT ALLENDALE ST,40.4539,-80.0596,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Sheraden,4.71,2.4,2,0.19
W03220,4146,CHARTIERS AVE AT ALLENDALE ST,40.4541,-80.0595,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Sheraden,1.14,0.4,0.2,0
W03250,20831,CHARTIERS AVE OPP ISLAND AVE NS,40.4657,-80.0623,BUS,BUS,All Routes,"McKees Rocks borough (Allegheny, PA)",,19.43,17.2,10.4,0.1
W03260,3635,CHARTIERS AVE AT AMELIA ST NS,40.465,-80.0682,BUS,BUS,All Routes,"McKees Rocks borough (Allegheny, PA)",,2.38,0.6,1.4,0.24
W03270,4108,CHARTIERS AVE AT AZALIA ST FS,40.4447,-80.0415,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Elliott,16.38,5.4,5.2,0.1
W03280,4145,CHARTIERS AVE AT CITADEL ST,40.4543,-80.0583,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Sheraden,0.81,0.8,0.2,0.1
W03290,4097,CHARTIERS AVE AT CITADEL ST FS,40.4543,-80.0583,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Sheraden,2.48,1.8,1,0.14
W03320,19204,CHARTIERS AVE OPP LITCHFIELD ST STEPS,40.4526,-80.0542,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Sheraden,5.86,7.2,2.4,0.48
W03340,4098,CHARTIERS AVE AT DITZLER ST,40.4539,-80.0564,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Sheraden,7.48,1.4,0.8,0.24
W03350,19619,CHARTIERS AVE AT DUBOIS ST,40.4514,-80.0505,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Crafton Heights,4.38,1.2,0.6,0
W03360,2247,CHARTIERS AVE OPP MCKEES ROCKS PLAZA,40.4641,-80.0576,BUS,BUS,All Routes,"McKees Rocks borough (Allegheny, PA)",,61.33,31.2,36.8,0.38
W03370,4120,CHARTIERS AVE AT EYRE WAY,40.4581,-80.0756,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Windgap,1.19,0.4,1.6,0.05
W03390,19205,CHARTIERS AVE AT FAIRDALE ST,40.4538,-80.0639,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Sheraden,1.62,1.6,1,0.05
W03400,20476,CHARTIERS AVE OPP FURMAN WAY FS,40.4538,-80.0645,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Sheraden,3.67,2,3,0.1
W03420,4133,CHARTIERS AVE AT MARLOW ST,40.4431,-80.0397,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Elliott,1.29,0.8,0.8,0
W03430,4099,CHARTIERS AVE AT HILLSBORO ST,40.4534,-80.0549,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Sheraden,22.38,8,7.2,0.81
W03450,4094,CHARTIERS AVE AT HOOVER ST,40.4534,-80.0622,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Sheraden,2.62,1,1.4,0.05
W03460,4148,CHARTIERS AVE AT HUXLEY ST,40.4535,-80.062,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Sheraden,1.1,0.6,0.4,0
W03500,4122,CHARTIERS AVE AT KRUPP ST,40.4581,-80.0709,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Chartiers City,6.9,2.2,1.4,0.14
W03540,4109,CHARTIERS AVE AT LORENZ AVE,40.444,-80.0407,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Elliott,56.57,25.2,20.4,0
W03550,4134,CHARTIERS AVE AT LORENZ AVE,40.444,-80.0405,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Elliott,10.71,6.8,5.8,0.19
W03560,3633,CHARTIERS AVE AT MARGARET ST,40.4658,-80.0639,BUS,BUS,All Routes,"McKees Rocks borough (Allegheny, PA)",,4.14,3.4,2,0.14
W03580,4121,CHARTIERS AVE AT MIDDLETOWN RD,40.4576,-80.0736,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Windgap,8.38,3.4,4.2,0
W03590,4181,CHARTIERS AVE AT MIDDLETOWN RD,40.4577,-80.073,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Chartiers City,1.67,0.8,0,0
W03600,19618,CHARTIERS AVE AT MUNICIPAL ST,40.4522,-80.0528,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Crafton Heights,5.95,6,0.8,0
W03620,4178,CHARTIERS AVE AT OETTING ST,40.4579,-80.0673,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Sheraden,0.14,0.8,1.2,0.1
W03630,4123,CHARTIERS AVE AT OLTMAN ST,40.4584,-80.0691,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Chartiers City,5.62,5.8,4,0
W03640,19215,CHARTIERS AVE AT OLTMAN ST FS,40.4585,-80.0693,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Chartiers City,2.1,1.2,1.4,0.05
W03660,3634,CHARTIERS AVE AT BROADWAY AVE,40.4657,-80.0662,BUS,BUS,All Routes,"McKees Rocks borough (Allegheny, PA)",,18.24,12.8,8.8,0.24
W03710,18785,CHARTIERS AVE AT SINGER AVE FS,40.4649,-80.074,BUS,BUS,All Routes,"McKees Rocks borough (Allegheny, PA)",,29.24,19,10.2,0.33
W03720,3638,CHARTIERS AVE AT SINGER AVE,40.465,-80.074,BUS,BUS,All Routes,"McKees Rocks borough (Allegheny, PA)",,4.43,3.6,3.2,0.14
W03810,3637,CHARTIERS AVE AT VFW BLDG (WINDGAP AVE),40.465,-80.0725,BUS,BUS,All Routes,"McKees Rocks borough (Allegheny, PA)",,,,,
W03820,4119,CHARTIERS AVE AT MERLE ST,40.4589,-80.0772,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Windgap,8.9,4.2,3,0
W03830,20401,CHARTIERS AVE AT MCKEES ROCKS PLAZA NS,40.4644,-80.0576,BUS,BUS,All Routes,"McKees Rocks borough (Allegheny, PA)",,65.95,47,30.6,0.62
W03840,4184,CHARTIERS AVE AT WINDGAP AVE,40.4593,-80.0775,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Windgap,2.9,1.8,1,0
W03860,3617,CHARTIERS AVE OPP AMELIA ST,40.4649,-80.0685,BUS,BUS,All Routes,"McKees Rocks borough (Allegheny, PA)",,9.33,7,2.8,0.05
W03870,4135,CHARTIERS AVE OPP AZALIA ST,40.4448,-80.0415,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Elliott,3.14,2.2,1,0.14
W03890,3636,CHARTIERS AVE OPP CRAWFORD ST,40.465,-80.0706,BUS,BUS,All Routes,"McKees Rocks borough (Allegheny, PA)",,0.95,1.4,0.2,0.05
W03900,4144,CHARTIERS AVE OPP DITZLER ST,40.454,-80.0562,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Sheraden,9.1,3.8,2.4,0.19
W03910,4141,CHARTIERS AVE OPP DUBOIS ST,40.4514,-80.0503,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Sheraden,0.14,0,0,0.05
W03950,3629,CHARTIERS AVE OPP MARGARET ST,40.4658,-80.0642,BUS,BUS,All Routes,"McKees Rocks borough (Allegheny, PA)",,33.62,24.4,14.8,0
W03960,4110,CHARTIERS AVE OPP MARLOW ST,40.4429,-80.0397,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Elliott,6.95,3.2,3,0.14
W03970,4142,CHARTIERS AVE OPP MUNICIPAL ST,40.4522,-80.0527,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Sheraden,2,1.6,0.6,0.05
W03990,4124,CHARTIERS AVE OPP OETTING ST,40.4579,-80.0675,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Chartiers City,2.57,1.6,1.8,0.05
W04070,4095,CHARTIERS AVE AT UNIVERSAL ST,40.4537,-80.0608,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Sheraden,1.24,0.2,0,0.05
W04080,4183,CHARTIERS AVE OPP WARFLE ST,40.4588,-80.0769,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Windgap,2.95,2.4,0.2,0
W04260,3650,CHARTIERS AVE EXT AT STATE ST,40.4667,-80.0797,BUS,BUS,All Routes,"McKees Rocks borough (Allegheny, PA)",,0.38,0.2,0,0
W04330,3612,CHARTIERS AVE EXT OPP STATE ST,40.4667,-80.0798,BUS,BUS,All Routes,"McKees Rocks borough (Allegheny, PA)",,4.81,3.2,0.2,0
W04350,17374,CHARTIERS VALLEY SC DR AT GIANT EAGLE,40.367,-80.1097,BUS,BUS,All Routes,"Collier township (Allegheny, PA)",,7.24,5,2.2,0.29
W04370,5536,CHARTIERS VALLEY SC DR AT K MART (FRONT),40.3668,-80.11,BUS,BUS,All Routes,"Collier township (Allegheny, PA)",,,,,
W04580,3670,CLEVER RD AT CORTLAND DR,40.468955,-80.103192,BUS,BUS,All Routes,"Kennedy township (Allegheny, PA)",,,,,
W04590,3694,CLEVER RD OPP CORTLAND DR,40.469147,-80.103033,BUS,BUS,All Routes,"Kennedy township (Allegheny, PA)",,,,,
W04660,3693,CLEVER RD OPP PATRICIA PARK DR,40.4698,-80.1008,BUS,BUS,All Routes,"Kennedy township (Allegheny, PA)",,1.52,0.4,1,0
W04678,5088,CLIFF MINE RD AT ENLOW RD,40.4519,-80.1992,BUS,BUS,All Routes,"Findlay township (Allegheny, PA)",,,,,
W04720,4983,CLIFF MINE RD AT OMSLAER STEEL SUPPLIES,40.4522,-80.2019,BUS,BUS,All Routes,"Findlay township (Allegheny, PA)",,,,,
W04795,5048,CLIFF MINE RD OPP ENLOW RD,40.4521,-80.199,BUS,BUS,All Routes,"Findlay township (Allegheny, PA)",,,,,
W04820,4984,CLIFF MINE RD OPP OAK MOSS DR,40.4518,-80.2052,BUS,BUS,All Routes,"North Fayette township (Allegheny, PA)",,,,,
W04840,5087,CLIFF MINE RD AT OMSLAER STEEL SUPPLIES,40.4522,-80.2017,BUS,BUS,All Routes,"Findlay township (Allegheny, PA)",,,,,
W05630,16658,CRABAPPLE DR AT PITCHFORK LN,40.4671,-80.1104,BUS,BUS,All Routes,"Kennedy township (Allegheny, PA)",,,,,
W05670,3708,CRABAPPLE DR AT #4023,40.4686,-80.1122,BUS,BUS,All Routes,"Kennedy township (Allegheny, PA)",,,,,
W05915,16992,CRAFTON-INGRAM SHOPPING CTR AT TERMINUS,40.4408,-80.0688,BUS,BUS,All Routes,"Crafton borough (Allegheny, PA)",,,,,
W05921,19635,CRENNELL AVE AT W CRAFTON AVE,40.4367,-80.0691,BUS,BUS,All Routes,"Crafton borough (Allegheny, PA)",,0.43,0,0,0
W06650,3476,FAIRHAVEN RD OPP KENMAWR PLAZA ENTRANCE,40.475,-80.0994,BUS,BUS,All Routes,"Kennedy township (Allegheny, PA)",,1.05,0.4,0.4,0.05
W06780,4089,FARONIA ST AT WYNETTE ST,40.4518,-80.0677,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Sheraden,8.52,5.2,5.4,0.14
W06800,4152,FARONIA ST AT WYNETTE ST FS,40.4519,-80.0677,BUS,BUS,All Routes,"Pittsburgh city (Allegheny, PA)",Sheraden,5.81,2.6,0.8,0.1
W06810,2205,FERREE ST AT 4TH AVE,40.5143,-80.1533,BUS,BUS,All Routes,"Coraopolis borough (Allegheny, PA)",,10.57,5.8,3.4,0
W07190,3458,FOREST GROVE RD AT FAIRHAVEN RD,40.4757,-80.0992,BUS,BUS,All Routes,"Kennedy township (Allegheny, PA)",,2.38,1.6,0.4,0
W07240,3484,PINE HOLLOW RD AT MCCOY RD,40.4754,-80.0968,BUS,BUS,All Routes,"Kennedy township (Allegheny, PA)",,0.1,0,0,0
W07280,3428,FOREST GROVE RD AT CORAOPOLIS RD,40.4812,-80.1065,BUS,BUS,All Routes,"Kennedy township (Allegheny, PA)",,0.14,0,0,0
W07380,3502,FOREST GROVE RD AT STARLING DR,40.4757,-80.0988,BUS,BUS,All Routes,"Kennedy township (Allegheny, PA)",,0.24,0.2,0,0
W07510,3715,FOSTER AVE AT SR CITIZEN BLDG,40.4408,-80.0686,BUS,BUS,All Routes,"Crafton borough (Allegheny, PA)",,25.67,15.4,5.2,0.1
W07515,19707,FOSTER AVE AT WILLOW AVE (OPP PLAYGROUND),40.4418,-80.0683,BUS,BUS,All Routes,"Ingram borough (Allegheny, PA)",,0.43,0.6,0.8,0.43
W07525,5915,FOXCROFT RD AT SWALLOW HILL RD,40.3991,-80.0736,BUS,BUS,All Routes,"Carnegie borough (Allegheny, PA)",,,,,
W07585,3714,CRAFTON INGRAM SHOPPING CENTER AT GIANT EAGLE,40.4408,-80.0718,BUS,BUS,All Routes,"Crafton borough (Allegheny, PA)",,36.71,51.4,34.2,2.48
W07587,3479,KENNEDY CTR GIANT EAGLE,40.4679,-80.0972,BUS,BUS,All Routes,"Kennedy township (Allegheny, PA)",,26.81,19.4,10,2.05
W07590,2216,GRAND AVE AT 2ND ST,40.5104,-80.126,BUS,BUS,All Routes,"Neville township (Allegheny, PA)",,2.33,2,0,0
W07600,2347,GRAND AVE AT 2ND ST,40.5104,-80.1258,BUS,BUS,All Routes,"Neville township (Allegheny, PA)",,1.29,0,0.2,0
W07610,2215,GRAND AVE AT 4TH ST,40.5109,-80.1278,BUS,BUS,All Routes,"Neville township (Allegheny, PA)",,6.95,3.2,4.4,0
W07620,2348,GRAND AVE AT 4TH ST,40.5109,-80.1275,BUS,BUS,All Routes,"Neville township (Allegheny, PA)",,1.9,1.4,1.2,0
W07680,2210,GRAND AVE AT GIBSON LN,40.5151,-80.1426,BUS,BUS,All Routes,"Neville township (Allegheny, PA)",,3.76,2.6,3.4,0
W07690,2354,GRAND AVE AT GIBSON LN,40.5152,-80.1423,BUS,BUS,All Routes,"Neville township (Allegheny, PA)",,3.38,4.4,0.6,0
W07700,2349,GRAND AVE AT PERSHING RD FS,40.5122,-80.1315,BUS,BUS,All Routes,"Neville township (Allegheny, PA)",,0.95,1,0.4,0
W07750,2356,GRAND AVE AT MAPLE LN,40.5165,-80.1463,BUS,BUS,All Routes,"Neville township (Allegheny, PA)",,0.43,0.2,0.4,0.05
W07800,2353,GRAND AVE AT ORCHARD ST,40.5145,-80.1401,BUS,BUS,All Routes,"Neville township (Allegheny, PA)",,0.81,0.4,0.4,0.1
W07870,18798,GRAND AVE AT VON STEIN LN FS,40.5174,-80.1488,BUS,BUS,All Routes,"Neville township (Allegheny, PA)",,0.14,1.4,0,0.05
W07890,2344,GRAND AVE AT PITTSBURGH RECYCLING CENTER,40.5088,-80.1168,BUS,BUS,All Routes,"Neville township (Allegheny, PA)",,0.1,0,0,0.1
W07930,2345,GRAND AVE OPP CALGON CARBON,40.5091,-80.119,BUS,BUS,All Routes,"Neville township (Allegheny, PA)",,0,0,0,0
W07940,2208,GRAND AVE OPP MAPLE LN,40.5164,-80.1464,BUS,BUS,All Routes,"Neville township (Allegheny, PA)",,3.95,1.2,1.2,0.1
W07970,2214,GRAND AVE OPP PERSHING RD,40.512,-80.1317,BUS,BUS,All Routes,"Neville township (Allegheny, PA)",,4.57,2.2,4.2,0
W08033,19592,GREENTREE RD AT ARLA DR FS,40.4035,-80.0583,BUS,BUS,All Routes,"Scott township (Allegheny, PA)",,3.52,2.4,5.2,0.14
W08036,5822,GREENTREE RD AT CHATHAM PARK DR,40.4033,-80.0584,BUS,BUS,All Routes,"Scott township (Allegheny, PA)",,32.14,15.8,16.2,0.1
W08040,5862,GREENTREE RD AT COVENANT CHURCH PARK AND RIDE,40.4006,-80.0643,BUS,BUS,All Routes,"Scott township (Allegheny, PA)",,0.05,0,0,0
W08045,5863,GREENTREE RD AT FORSYTHE RD,40.3999,-80.065,BUS,BUS,All Routes,"Scott township (Allegheny, PA)",,0.1,0.6,0.6,0
W08047,5861,GREENTREE RD AT GREEN OAK LN,40.4015,-80.0631,BUS,BUS,All Routes,"Scott township (Allegheny, PA)",,0.05,0,0,0
W08067,5879,GREENTREE RD AT MANOR CARE DRIVEWAY,40.3966,-80.0662,BUS,BUS,All Routes,"Scott township (Allegheny, PA)",,0.67,0,0,0.24
W08072,5736,GREENTREE RD AT MANILLA AVE,40.4186,-80.0459,BUS,BUS,All Routes,"Green Tree borough (Allegheny, PA)",,3.38,0.2,0,0
W08074,20420,GREENTREE RD AT MANORVIEW RD,40.3947,-80.0662,BUS,BUS,All Routes,"Scott township (Allegheny, PA)",,6.1,4.6,3.4,0
W08075,5880,GREENTREE RD OPP MANORVIEW RD,40.3947,-80.0664,BUS,BUS,All Routes,"Scott township (Allegheny, PA)",,1.52,0.6,0.8,0.14
W08076,5553,GREENTREE RD AT MANSFIELD AVE,40.4222,-80.0461,BUS,BUS,All Routes,"Green Tree borough (Allegheny, PA)",,0.38,0,0.6,0.1
W08079,5739,GREENTREE RD OPP ORCHARD DR,40.4122,-80.046,BUS,BUS,All Routes,"Green Tree borough (Allegheny, PA)",,0.62,0,0,0
W08086,19693,GREENTREE RD AT POCONO DR FS,40.4167,-80.045,BUS,BUS,All Routes,"Green Tree borough (Allegheny, PA)",,7.1,5.4,2,0
W08087,5657,GREENTREE RD AT POTOMAC AVE,40.4084,-80.0502,BUS,BUS,All Routes,"Green Tree borough (Allegheny, PA)",,0.86,0.6,0.4,0
W08135,5552,GREENTREE RD AT WARRIORS RD,40.4243,-80.0434,BUS,BUS,All Routes,"Green Tree borough (Allegheny, PA)",,1,0,0.8,0
W08222,5738,GREENTREE RD OPP CARNAHAN RD,40.4143,-80.0451,BUS,BUS,All Routes,"Green Tree borough (Allegheny, PA)",,0.57,2.2,1,0
W08223,5744,GREENTREE RD OPP FOREST DR,40.4056,-80.0543,BUS,BUS,All Routes,"Green Tree borough (Allegheny, PA)",,0,0,0,0
W08224,5819,GREENTREE RD OPP FORSYTHE RD,40.3995,-80.065,BUS,BUS,All Routes,"Scott township (Allegheny, PA)",,5.19,2.4,2,0
W08226,5878,GREENTREE RD OPP GREENBRIAR DR,40.3985,-80.0657,BUS,BUS,All Routes,"Scott township (Allegheny, PA)",,0.19,0.2,1,0
W08232,5458,GREENTREE RD OPP MANSFIELD AVE FS,40.4225,-80.0455,BUS,BUS,All Routes,"Green Tree borough (Allegheny, PA)",,8.43,1.2,2.2,0
W08249,20812,GREENTREE RD AT GREENBRIAR DR,40.3969,-80.0659,BUS,BUS,All Routes,"Scott township (Allegheny, PA)",,3.38,2,1.4,0.43
W08252,19590,GREENTREE RD OPP POCONO DR FS,40.4164,-80.0451,BUS,BUS,All Routes,"Green Tree borough (Allegheny, PA)",,4.33,1,3.4,0
W08253,5742,GREENTREE RD OPP POTOMAC AVE,40.4086,-80.05,BUS,BUS,All Routes,"Green Tree borough (Allegheny, PA)",,0.43,1.8,0,0
W08450,3482,HECKLE RD AT OHIO VALLEY HOSPITAL ENTRANCE,40.4718,-80.0917,BUS,BUS,All Routes,"Kennedy township (Allegheny, PA)",,16.38,4.8,5.6,0.1
