stop_id,stop_name,usage_stop_name,id_name_mismatch,muni,hood,lat,lon,weekday_boardings,saturday_boardings,sunday_boardings,cur_weekday_trips,prop_weekday_trips,cur_weekday_hourly,prop_weekday_hourly,cur_early_4_6a,cur_am_6_9a,cur_mid_9a_3p,cur_pm_3_6p,cur_eve_6_8p,cur_late_8_11p,cur_owl_11p_4a,prop_early_4_6a,prop_am_6_9a,prop_mid_9a_3p,prop_pm_3_6p,prop_eve_6_8p,prop_late_8_11p,prop_owl_11p_4a,current_routes,proposed_routes,n_current_routes,n_proposed_routes,cur_saturday_trips,prop_saturday_trips,cur_saturday_hourly,prop_saturday_hourly,cur_sunday_trips,prop_sunday_trips,cur_sunday_hourly,prop_sunday_hourly,cur_week_any_minimum,prop_week_any_minimum,cur_weekdays_any_minimum,prop_weekdays_any_minimum,cur_weekends_any_minimum,prop_weekends_any_minimum,cur_week_any_hourly,prop_week_any_hourly,cur_weekend_any_hourly,prop_weekend_any_hourly,cur_week_any_minimum_150m,prop_week_any_minimum_150m,cur_weekdays_any_minimum_150m,prop_weekdays_any_minimum_150m,cur_weekends_any_minimum_150m,prop_weekends_any_minimum_150m,cur_week_any_hourly_150m,prop_week_any_hourly_150m,cur_weekend_any_hourly_150m,prop_weekend_any_hourly_150m
12062,IMOGENE RD + DESDEMONA,IMOGENE RD OPP DESDEMONA AVE,0,"Pittsburgh city (Allegheny, PA)",Hazelwood,40.411896,-79.922847,0.0,0.0,0.0,413,370,1,1,19,70,129,79,41,44,31,9,62,124,61,43,41,30,52L;53L;57;61C;61D;64,50;53;57;61X;64,6,5,318,288,1,1,222,196,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20064,WILTSIE ST + HIGHLAND DR FS,WILTSIE ST AT HIGHLAND DR FS,0,"Pittsburgh city (Allegheny, PA)",Lincoln-Lemington-Belmar,40.476241,-79.898523,0.0,1.8,0.0,50,0,1,0,0,6,18,10,6,9,1,0,0,0,0,0,0,0,74,,1,0,38,0,1,0,20,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
2786,MT TROY RD + GEYER,MT TROY RD AT GEYER RD,0,"Reserve township (Allegheny, PA)",,40.493395,-79.994772,0.0,0.0,0.0,50,0,1,0,1,11,16,11,6,5,0,0,0,0,0,0,0,0,4;7,,2,0,22,0,0,0,14,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0
5899,LINDSAY RD + #509,LINDSAY RD AT #509,0,"Scott township (Allegheny, PA)",,40.382134,-80.085701,0.0,0.0,0.0,30,0,0,0,1,6,10,5,3,5,0,0,0,0,0,0,0,0,38,,1,0,14,0,0,0,12,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
6421,BOWER HILL RD + PAT HAVEN,BOWER HILL RD OPP PAT HAVEN DR,0,"Mount Lebanon township (Allegheny, PA)",,40.373441,-80.075562,0.0,0.0,0.0,44,38,0,0,2,10,10,10,4,5,3,1,5,12,6,5,6,3,41,35,1,1,36,30,0,0,24,28,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0
4741,CEDAR BLVD + LONGRIDGE,CEDAR BLVD AT LONGRIDGE DR,0,"Mount Lebanon township (Allegheny, PA)",,40.378624,-80.054484,0.0,0.0,0.0,40,52,1,0,2,8,16,7,6,1,0,1,11,13,12,6,6,3,36,35;36L,1,2,18,30,0,0,14,28,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0
6435,VANADIUM RD + VANADIUM WOODS VLG NS,VANADIUM RD AT VANADIUM WOODS VILLAGE NS,0,"Scott township (Allegheny, PA)",,40.372217,-80.089814,0.0,0.0,0.0,44,38,0,0,3,9,10,9,5,5,3,1,5,12,6,5,6,3,41,35,1,1,36,30,0,0,24,28,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
2712,MT TROY RD + KLEMENTINA,MT TROY RD AT KLEMENTINA DR,0,"Reserve township (Allegheny, PA)",,40.489481,-79.992484,0.0,0.0,0.0,44,0,1,0,1,8,16,8,6,5,0,0,0,0,0,0,0,0,4,,1,0,22,0,0,0,14,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0
3353,MT ROYAL BLVD + BRAUN,MT ROYAL BLVD AT BRAUN ST,0,"Shaler township (Allegheny, PA)",,40.519035,-79.959015,0.0,0.0,0.0,42,10,0,0,4,8,12,9,4,5,0,0,5,0,4,1,0,0,2;P13,2L,2,1,16,0,0,0,14,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
12663,FREEPORT RD + RIDDLE RUN,FREEPORT RD AT RIDDLE RUN RD,0,"Springdale township (Allegheny, PA)",,40.545899,-79.770572,0.0,0.0,0.0,73,84,1,1,4,13,21,14,8,9,4,4,15,24,16,11,8,6,1;P10,1;1L,2,2,38,68,1,1,38,48,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21388,ROBINSON BLVD + W'BURG PENN JOINT WATER AUTHORITY,ROBINSON BLVD OPP W'BURG-PENN JOINT WATER AUTHOR,0,"Wilkinsburg borough (Allegheny, PA)",,40.457801,-79.864874,0.0,0.0,0.0,86,99,1,1,1,14,27,15,11,12,6,2,16,36,18,11,11,5,77;79;P17,79;86,3,2,68,72,0,1,45,48,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
7847,BROADWAY BLVD + MAWCO,BROADWAY BLVD OPP MAWCO DR,0,"Monroeville municipality (Allegheny, PA)",,40.398314,-79.788884,0.0,0.0,0.0,56,40,1,0,4,10,14,9,7,8,4,1,5,12,6,4,9,3,69;P69,69;69S,2,2,20,30,0,0,20,28,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0
258,BABCOCK BLVD + FAIRFIELD RD,BABCOCK BLVD OPP FAIRFIELD RD,0,"McCandless township (Allegheny, PA)",,40.564016,-80.01929,0.0,0.0,0.0,49,0,1,0,1,9,17,9,5,7,1,0,0,0,0,0,0,0,12,,1,0,53,0,1,0,33,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
15463,HWY RT 51 + JEFFERSON VETERINARY CLINIC,HWY RT 51 OPP JEFFERSON VETERINARY CLINIC,0,"Jefferson Hills borough (Allegheny, PA)",,40.301396,-79.929547,0.0,0.2,0.0,50,14,1,0,3,7,18,8,6,6,2,2,5,0,5,2,0,0,Y46,46L,1,1,32,0,0,0,28,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0
20540,STATE ST + FRANCIS AVE,STATE ST AT FRANCIS AVE,0,"Clairton city (Allegheny, PA)",,40.296628,-79.874612,0.0,0.0,0.0,35,56,0,1,0,7,11,6,4,6,1,0,8,19,9,7,10,3,55,55;55S,1,2,30,34,0,0,30,30,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0
3651,CHARTIERS AVE EXT + #1536,CHARTIERS AVE EXT AT #1536,0,"McKees Rocks borough (Allegheny, PA)",,40.467084,-80.081779,0.0,0.0,0.4,36,0,1,0,3,6,13,7,4,3,0,0,0,0,0,0,0,0,20,,1,0,26,0,0,0,18,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0
21116,HERBST RD + HERBST MANOR RD,HERBST RD AT HERBST MANOR RD,0,"Kennedy township (Allegheny, PA)",,40.491383,-80.119188,0.0,0.0,0.0,36,0,1,0,3,6,13,7,4,3,0,0,0,0,0,0,0,0,20,,1,0,26,0,0,0,18,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0
12129,GREENFIELD AVE + HAYWORTH,GREENFIELD AVE OPP HAYWORTH ST,0,"Pittsburgh city (Allegheny, PA)",Greenfield,40.4252,-79.945376,0.0,0.0,0.0,141,34,1,0,4,30,44,32,15,15,1,0,5,13,7,3,6,0,52L;53L;58;65;93,53,5,1,48,0,0,0,36,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0
18503,JAMES ST + SPEELMAN FS,JAMES ST OPP SPEELMAN LN FS,0,"Monroeville municipality (Allegheny, PA)",,40.42171,-79.797985,0.0,0.0,0.0,42,54,0,1,2,8,12,9,5,5,1,1,7,19,9,7,8,3,P68,68,1,1,31,34,0,0,31,28,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0
13605,OLD WM PENN HWY + WILLIAMSBURG DR,OLD WILLIAM PENN HWY AT WILLIAMSBURG DR,0,"Monroeville municipality (Allegheny, PA)",,40.441411,-79.753778,0.0,0.0,0.0,72,14,1,0,3,17,17,18,6,8,3,2,5,0,5,2,0,0,67;P12,73L,2,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0
1449,BEAVER ST + #1449,BEAVER ST AT #1449,0,"Glen Osborne borough (Allegheny, PA)",,40.529967,-80.165513,0.0,0.2,0.0,48,38,1,0,2,8,16,8,5,6,3,1,5,12,6,4,6,4,14,14,1,1,34,36,0,1,30,32,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1
11668,MAIN ST + MARHAM,MAIN ST AT MARHAM RD,0,"Munhall borough (Allegheny, PA)",,40.392564,-79.900289,0.0,0.0,0.0,38,34,0,1,2,7,13,5,4,6,1,0,5,13,6,4,5,1,53L,53,1,1,28,30,0,0,16,28,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0
9957,STATE ST + FRANCIS AVE,STATE ST AT FRANCIS ST,0,"Clairton city (Allegheny, PA)",,40.296812,-79.874746,0.0,0.0,0.0,35,56,0,1,0,7,11,6,4,6,1,0,8,19,9,7,10,3,55,55;55S,1,2,30,34,0,0,30,30,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0
3438,HERBST RD + #235,HERBST RD AT #235,0,"Kennedy township (Allegheny, PA)",,40.499532,-80.11516,0.0,0.0,0.0,36,0,1,0,3,6,13,7,4,3,0,0,0,0,0,0,0,0,20,,1,0,26,0,0,0,18,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0
6602,CEDAR BLVD + #1154,CEDAR BLVD AT #1154,0,"Mount Lebanon township (Allegheny, PA)",,40.369488,-80.060616,0.0,0.0,0.0,40,0,1,0,2,8,16,7,6,1,0,0,0,0,0,0,0,0,36,,1,0,18,0,0,0,14,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0
7651,BEELER ST + BEELERMONT,BEELER ST OPP BEELERMONT PL,0,"Pittsburgh city (Allegheny, PA)",Squirrel Hill North,40.44551,-79.933291,0.0,0.0,0.0,419,398,1,1,15,69,134,75,41,51,34,15,68,134,67,44,35,35,28X;67;69;71B;71D,45;70;71X;72,5,4,306,336,1,1,232,248,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
16230,EAST PITTSBURGH-MCKEESPORT BLVD + AULT,EAST PITTSBURGH-MCKEESPORT BLV AT AULT ST,0,"North Versailles township (Allegheny, PA)",,40.364505,-79.829199,0.0,0.0,0.2,35,38,0,0,0,8,10,6,4,5,2,1,5,13,6,4,6,3,55,66,1,1,30,30,0,0,30,28,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5805,LINDSAY RD + GREENVIEW,LINDSAY RD OPP GREENVIEW DR,0,"Scott township (Allegheny, PA)",,40.386883,-80.076523,0.0,0.0,0.0,30,0,0,0,1,6,10,5,3,5,0,0,0,0,0,0,0,0,38,,1,0,14,0,0,0,12,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
19674,CEDAR BLVD + OLD CEDAR,CEDAR BLVD OPP OLD CEDAR BLVD,0,"Mount Lebanon township (Allegheny, PA)",,40.371657,-80.059237,0.0,0.0,0.0,40,0,1,0,2,8,16,7,6,1,0,0,0,0,0,0,0,0,36,,1,0,18,0,0,0,14,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0
12642,FREEPORT RD + WORKS ENT #3,FREEPORT RD OPP WORKS ENTRANCE #3,0,"East Deer township (Allegheny, PA)",,40.593011,-79.770861,0.0,0.0,0.0,73,84,1,1,4,13,20,14,9,9,4,4,14,24,16,11,9,6,1;P10,1;1L,2,2,38,68,1,1,38,48,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
125,BABCOCK BLVD + FAIRFIELD RD,BABCOCK BLVD AT FAIRFIELD RD,0,"McCandless township (Allegheny, PA)",,40.564226,-80.019086,0.0,0.0,0.0,49,0,1,0,1,9,17,9,5,7,1,0,0,0,0,0,0,0,12,,1,0,53,0,1,0,33,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
10254,WALNUT ST + #3800,WALNUT ST OPP EXXON STATION,0,"McKeesport city (Allegheny, PA)",,40.325893,-79.839409,0.0,0.0,0.0,15,54,1,1,0,3,6,3,2,1,0,1,9,18,10,7,8,1,60,63;65,1,2,10,49,0,0,10,43,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0
21240,GREENSBURG PIKE + LLOYD AVE,GREENSBURG PIKE OPP LLOYD AVE,0,"North Versailles township (Allegheny, PA)",,40.397009,-79.821253,0.0,0.0,0.0,52,54,1,1,3,7,18,10,4,6,4,0,8,20,8,8,7,3,59,68,1,1,36,34,0,0,28,28,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
3439,HERBST RD + #225,HERBST RD AT #225,0,"Kennedy township (Allegheny, PA)",,40.499466,-80.116578,0.0,0.0,0.0,36,0,1,0,3,6,13,7,4,3,0,0,0,0,0,0,0,0,20,,1,0,26,0,0,0,18,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0
5799,LINDSAY RD + #601,LINDSAY RD OPP #601,0,"Scott township (Allegheny, PA)",,40.383133,-80.082512,0.0,0.0,0.0,30,50,0,0,1,6,10,5,3,5,0,1,11,13,10,6,6,3,38,38,1,1,14,30,0,0,12,28,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
19349,CONNIE DR + OLD CONNIE,CONNIE DR OPP OLD CONNIE DR,0,"Ross township (Allegheny, PA)",,40.496248,-80.022731,0.0,0.2,0.0,172,164,1,1,5,34,62,33,15,16,7,6,29,60,30,16,13,10,17;8,6;8,2,2,98,120,1,1,90,88,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0
570,PERRY HWY + HANWAY,PERRY HWY OPP HANWAY AVE,0,"Ross township (Allegheny, PA)",,40.504332,-80.026665,0.0,0.0,0.0,106,98,1,1,4,21,37,22,10,9,3,4,17,36,18,9,7,7,8,8,1,1,62,72,1,1,46,56,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20542,STATE ST + MONTOUR TRAIL,STATE ST OPP MONTOUR TRAIL,0,"Clairton city (Allegheny, PA)",,40.305521,-79.883953,0.0,0.0,0.0,35,56,0,1,0,7,11,6,4,6,1,0,8,20,9,7,9,3,55,55;55S,1,2,30,34,0,0,30,30,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0
10075,HWY RT 885 + HAMPTON RD,HWY RT 885 AT HAMPTON RD,0,"West Mifflin borough (Allegheny, PA)",,40.327536,-79.931088,0.0,0.0,0.0,35,56,0,1,1,6,11,5,5,5,2,1,7,20,9,7,9,3,55,55;55S,1,2,30,34,0,0,30,30,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0
12123,IMOGENE RD + DESDEMONA,IMOGENE RD AT DESDEMONA AVE,0,"Pittsburgh city (Allegheny, PA)",Glen Hazel,40.411704,-79.922799,0.0,0.2,0.4,413,370,1,1,19,70,129,79,41,44,31,9,62,124,61,43,41,30,52L;53L;57;61C;61D;64,50;53;57;61X;64,6,5,318,288,1,1,222,196,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22655,CHALFONT ST OPP HABERMAN AVE,BLAIR ST AT ELIZA ST,1,"Pittsburgh city (Allegheny, PA)",Hazelwood,40.416649,-80.002327,0.0,0.0,0.0,69,66,1,1,3,13,21,13,7,9,3,3,11,24,12,7,7,2,44;54,44,2,1,62,34,1,0,38,32,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1
18281,BEAVER ST + MAIN FS,BEAVER ST AT MAIN ST FS,0,"Leetsdale borough (Allegheny, PA)",,40.577597,-80.22036,0.0,0.0,0.0,48,38,1,1,2,8,16,8,4,7,3,1,5,12,6,4,6,4,14,14,1,1,34,36,0,1,30,32,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
917,CONNIE DR + MULKERIN,CONNIE DR AT MULKERIN DR,0,"Ross township (Allegheny, PA)",,40.498524,-80.023384,0.0,0.0,0.0,216,164,1,1,6,42,79,40,21,21,7,6,29,60,30,16,13,10,17;4;8,6;8,3,2,120,120,1,1,104,88,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0
3381,FERGUSON RD + OHIO,FERGUSON RD AT OHIO DR,0,"Hampton township (Allegheny, PA)",,40.557338,-79.978771,0.0,0.0,0.0,42,0,0,0,4,8,12,9,4,5,0,0,0,0,0,0,0,0,2;P13,,2,0,16,0,0,0,14,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
2713,MT TROY RD + MT TROY FLORAL (#3467),MT TROY RD AT #3467,0,"Reserve township (Allegheny, PA)",,40.487644,-79.992033,0.0,0.0,0.0,44,0,1,0,1,8,16,8,6,5,0,0,0,0,0,0,0,0,4,,1,0,22,0,0,0,14,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0
2788,MT TROY RD + ST MARY CEMETERY ENT,MT TROY RD AT ST MARY CEMETERY ENTRANCE,0,"Ross township (Allegheny, PA)",,40.495528,-79.998956,0.0,0.0,0.0,44,0,1,0,1,8,16,8,6,5,0,0,0,0,0,0,0,0,4,,1,0,22,0,0,0,14,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0
12989,PARKER ST + #90,PARKER ST OPP #90,0,"Etna borough (Allegheny, PA)",,40.493801,-79.952087,0.0,0.0,0.0,105,76,1,1,6,17,34,19,11,14,4,2,16,25,15,8,7,3,1;2;P13,2L;5,3,2,54,48,1,1,52,32,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
11258,HWY RT 51 + JEFFERSON VETERINARY CLINIC,HWY RT 51 AT JEFFERSON VETERINARY CLINIC,0,"Jefferson Hills borough (Allegheny, PA)",,40.301631,-79.930273,0.0,0.0,0.0,50,14,1,0,3,7,18,8,6,6,2,2,5,0,5,2,0,0,Y46,46L,1,1,32,0,0,0,28,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0
11212,HWY RT 51 + BLUE FLAME,HWY RT 51 OPP BLUE FLAME,0,"Jefferson Hills borough (Allegheny, PA)",,40.304798,-79.933545,0.0,0.0,0.0,50,14,1,0,3,7,18,8,6,6,2,2,5,0,5,2,0,0,Y46,46L,1,1,32,0,0,0,28,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0
10935,LEBANON CHURCH RD + #4512,LEBANON CHURCH RD AT #4512,0,"Dravosburg borough (Allegheny, PA)",,40.352293,-79.90328,0.0,0.4,0.0,106,120,1,1,4,19,34,18,12,13,6,3,17,44,20,15,14,7,56;59,56;59,2,2,70,84,1,1,60,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17509,WORTHINGTON AVE + INTERSTATE LOUNGE(#1560),WORTHINGTON AVE OPP INTERCHANGE LOUNGE (#1560),0,"Jefferson Hills borough (Allegheny, PA)",,40.292744,-79.909534,0.0,0.0,0.0,56,14,1,0,3,10,18,11,6,5,3,2,5,0,5,2,0,0,Y1;Y46,46L,2,1,32,0,0,0,28,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0
17510,WORTHINGTON AVE + INTERSTATE LOUNGE(#1560),WORTHINGTON AVE AT INTERCHANGE LOUNGE (#1560),0,"Jefferson Hills borough (Allegheny, PA)",,40.292725,-79.90945,0.0,0.0,0.0,56,14,1,0,3,11,17,11,6,6,2,2,5,0,5,2,0,0,Y1;Y46,46L,2,1,32,0,0,0,28,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0
10197,HWY RT 885 + SPARTZ DR,HWY RT 885 AT SPARTZ DR,0,"West Mifflin borough (Allegheny, PA)",,40.328124,-79.931677,0.0,0.0,0.0,35,56,0,1,1,6,11,5,5,5,2,1,7,20,9,7,9,3,55,55;55S,1,2,30,34,0,0,30,30,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0
20534,HWY RT 885 + SUNSET DR,HWY RT 885 AT SUNSET DR,0,"Jefferson Hills borough (Allegheny, PA)",,40.306464,-79.908653,0.0,0.0,0.0,35,56,0,1,0,7,11,5,5,5,2,1,7,20,8,8,9,3,55,55;55S,1,2,30,34,0,0,30,30,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0
20537,RAVENSBURG BLVD + CLAIRTON MUNICIPAL COMPLEX,RAVENSBURG BLVD AT CLAIRTON MUNICIPAL COMPLEX,0,"Clairton city (Allegheny, PA)",,40.295756,-79.89389,0.0,0.0,0.0,35,56,0,1,0,7,11,6,4,5,2,0,8,20,8,8,9,3,55,55;55S,1,2,30,34,0,0,30,30,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0
20584,EAST PITTSBURGH-MCKEESPORT BLVD + AULT ST,EAST PITTSBURGH-MCKEESPORT BLV OPP AULT ST,0,"North Versailles township (Allegheny, PA)",,40.364455,-79.829314,0.0,0.0,0.0,35,38,0,0,0,8,10,6,4,5,2,1,5,13,6,4,6,3,55,66,1,1,30,30,0,0,30,28,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0
20613,HWY RT 885 + SUNSET DR,HWY RT 885 OPP SUNSET DR,0,"Jefferson Hills borough (Allegheny, PA)",,40.306715,-79.909254,0.0,0.0,0.0,35,56,0,1,0,7,11,5,5,5,2,1,7,20,8,8,9,3,55,55;55S,1,2,30,34,0,0,30,30,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0
20640,HWY RT 885 + # 1118,HWY RT 885 AT #1118,0,"Jefferson Hills borough (Allegheny, PA)",,40.31144,-79.91638,0.0,0.0,0.0,35,56,0,1,0,7,11,5,5,5,2,1,7,20,8,8,9,3,55,55;55S,1,2,30,34,0,0,30,30,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0
20616,HWY RT 885 + WRAY DR,HWY RT 885 OPP WRAY DR,0,"Jefferson Hills borough (Allegheny, PA)",,40.315227,-79.917096,0.0,0.0,0.0,35,56,0,1,1,6,11,5,5,5,2,1,7,20,8,8,9,3,55,55;55S,1,2,30,34,0,0,30,30,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0
2400,HWY RT 51 + EDGETOWN APTS,HWY RT 51 AT EDGETOWN APTS,0,"Kennedy township (Allegheny, PA)",,40.500011,-80.112061,0.0,0.0,0.0,36,0,1,0,3,6,13,7,4,3,0,0,0,0,0,0,0,0,20,,1,0,26,0,0,0,18,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0
5797,LINDSAY RD + #509,LINDSAY RD OPP #509,0,"Scott township (Allegheny, PA)",,40.38239,-80.085733,0.0,0.0,0.0,30,0,0,0,1,6,10,5,3,5,0,0,0,0,0,0,0,0,38,,1,0,14,0,0,0,12,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
5892,LINDSAY RD + CLAIREVIEW,LINDSAY RD OPP CLAIREVIEW DR,0,"Scott township (Allegheny, PA)",,40.387852,-80.077364,0.0,0.0,0.0,30,0,0,0,1,6,10,5,3,5,0,0,0,0,0,0,0,0,38,,1,0,14,0,0,0,12,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
2399,HWY RT 51 + STANFORD CT,HWY RT 51 AT STANFORD CT,0,"Kennedy township (Allegheny, PA)",,40.495251,-80.111231,0.0,0.0,0.0,36,0,1,0,3,6,14,6,4,3,0,0,0,0,0,0,0,0,20,,1,0,26,0,0,0,18,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0
6578,CEDAR BLVD + #1281,CEDAR BLVD AT #1281,0,"Mount Lebanon township (Allegheny, PA)",,40.363107,-80.063427,0.0,0.0,0.0,40,0,1,0,3,8,15,7,6,1,0,0,0,0,0,0,0,0,36,,1,0,18,0,0,0,14,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0
2452,MT ROYAL BLVD + SCOTT,MT ROYAL BLVD OPP SCOTT AVE,0,"Shaler township (Allegheny, PA)",,40.539102,-79.97221,0.0,0.0,0.0,42,10,0,0,4,8,12,9,4,5,0,0,5,0,4,1,0,0,2;P13,2L,2,1,16,0,0,0,14,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
21238,GREENSBURG PIKE + 1ST ST,GREENSBURG PIKE OPP 1ST ST,0,"North Versailles township (Allegheny, PA)",,40.402059,-79.823776,0.0,0.0,0.0,129,94,1,1,7,23,40,23,12,15,9,2,12,32,14,12,16,6,59;69;P68;P69,68;69;69S,4,3,70,64,0,1,63,56,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
20523,LEWIS RUN RD + MON VALLEY SCHOOL DRWY,LEWIS RUN RD AT MON VALLEY SCHOOL DRVWY,0,"Jefferson Hills borough (Allegheny, PA)",,40.324592,-79.939887,0.0,0.0,0.0,85,70,1,1,4,13,28,15,9,12,4,3,13,19,14,9,9,3,55;Y46,46L;55;55S,2,3,62,34,1,0,58,30,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0
4253,STEUBEN ST + #1260,STEUBEN ST AT #1260,0,"Pittsburgh city (Allegheny, PA)",Crafton Heights,40.441143,-80.047096,0.0,0.0,0.0,131,151,1,1,6,24,42,25,13,18,3,2,23,53,25,20,18,10,27;29;31,27;29;29S;31,3,4,78,119,1,1,62,88,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3596,SILVER LANE + DIANA,SILVER LANE OPP DIANA DR,0,"Robinson township (Allegheny, PA)",,40.459423,-80.138807,0.0,0.0,0.0,62,66,1,1,2,12,24,12,7,5,0,2,11,24,12,7,7,3,24,24,1,1,34,48,0,1,32,32,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
