place,anchor,geoid,lat,lon,population,headline_current_median_min,headline_current_reachable_fraction,headline_current_access_stops,headline_proposed_median_min,headline_proposed_reachable_fraction,headline_proposed_access_stops,strict_current_median_min,strict_current_reachable_fraction,strict_current_access_stops,strict_proposed_median_min,strict_proposed_reachable_fraction,strict_proposed_access_stops,change_headline_min
"Bethel Park municipality (Allegheny, PA)",Oakland,420034761005,40.358653,-80.033149,1377.0,72.1,1.0,3,65.4,1.0,3,74.1,1.0,3,67.1,1.0,3,-6.7
"Blawnox borough (Allegheny, PA)",Downtown,420034200001,40.493776,-79.861542,1454.0,65.9,1.0,8,53.4,1.0,8,65.9,1.0,8,53.7,1.0,8,-12.5
"Blawnox borough (Allegheny, PA)",Oakland,420034200001,40.493776,-79.861542,1454.0,83.1,1.0,8,57.7,1.0,8,83.2,1.0,8,58.7,1.0,8,-25.4
Bloomfield,Downtown,420030802001,40.459702,-79.950122,1037.0,34.7,1.0,13,30.7,1.0,13,35.0,1.0,13,30.7,1.0,13,-4.0
Bloomfield,Downtown,420030802002,40.461621,-79.952127,581.0,28.9,1.0,23,27.7,1.0,23,28.9,1.0,23,27.7,1.0,23,-1.2
Bloomfield,Downtown,420030804001,40.457868,-79.944234,990.0,32.9,1.0,24,30.7,1.0,20,35.4,1.0,24,31.4,1.0,20,-2.2
Bloomfield,Downtown,420030804002,40.455228,-79.947963,684.0,31.0,1.0,26,28.5,1.0,18,31.0,1.0,26,28.5,1.0,18,-2.5
Bloomfield,Downtown,420030806002,40.458533,-79.939638,684.0,31.7,1.0,21,30.5,1.0,17,35.9,1.0,21,31.4,1.0,17,-1.2
Bloomfield,Downtown,420030809001,40.462964,-79.946516,997.0,30.7,1.0,30,27.5,1.0,30,30.9,1.0,30,27.5,1.0,30,-3.2
Bloomfield,Downtown,420030903001,40.464216,-79.950209,873.0,28.7,1.0,31,25.7,1.0,31,28.9,1.0,31,25.7,1.0,31,-3.0
Bloomfield,Downtown,420030903002,40.464546,-79.95512,668.0,26.9,1.0,27,23.7,1.0,27,26.9,1.0,27,23.7,1.0,27,-3.2
Bloomfield,Oakland,420030802001,40.459702,-79.950122,1037.0,32.1,1.0,13,32.7,1.0,13,32.1,1.0,13,32.7,1.0,13,0.6
Bloomfield,Oakland,420030802002,40.461621,-79.952127,581.0,32.1,1.0,23,28.9,1.0,23,32.1,1.0,23,29.2,1.0,23,-3.2
Bloomfield,Oakland,420030804001,40.457868,-79.944234,990.0,30.1,1.0,24,27.7,1.0,20,30.1,1.0,24,27.7,1.0,20,-2.4
Bloomfield,Oakland,420030804002,40.455228,-79.947963,684.0,25.1,1.0,26,21.7,1.0,18,25.1,1.0,26,21.7,1.0,18,-3.4
Bloomfield,Oakland,420030806002,40.458533,-79.939638,684.0,31.9,1.0,21,29.7,1.0,17,32.1,1.0,21,29.7,1.0,17,-2.2
Bloomfield,Oakland,420030809001,40.462964,-79.946516,997.0,33.1,1.0,30,32.2,1.0,30,33.1,1.0,30,32.7,1.0,30,-0.9
Bloomfield,Oakland,420030903001,40.464216,-79.950209,873.0,32.1,1.0,31,28.7,1.0,31,32.1,1.0,31,29.2,1.0,31,-3.4
Bloomfield,Oakland,420030903002,40.464546,-79.95512,668.0,31.1,1.0,27,29.7,1.0,27,31.1,1.0,27,30.2,1.0,27,-1.4
Bluff,Downtown,420030103011,40.434601,-79.993324,1807.0,15.5,1.0,9,14.0,1.0,8,15.5,1.0,9,14.0,1.0,8,-1.5
Bluff,Downtown,420030103021,40.436387,-79.991162,3326.0,14.4,1.0,13,13.5,1.0,10,14.4,1.0,13,13.5,1.0,10,-0.9
Bluff,Downtown,420030103022,40.437466,-79.980156,749.0,14.0,1.0,16,12.5,1.0,10,14.0,1.0,16,12.5,1.0,10,-1.5
Bluff,Oakland,420030103011,40.434601,-79.993324,1807.0,26.1,1.0,9,28.2,1.0,8,26.1,1.0,9,28.2,1.0,8,2.1
Bluff,Oakland,420030103021,40.436387,-79.991162,3326.0,24.1,1.0,13,22.4,1.0,10,24.1,1.0,13,22.4,1.0,10,-1.7
Bluff,Oakland,420030103022,40.437466,-79.980156,749.0,18.1,1.0,16,17.4,1.0,10,18.1,1.0,16,17.4,1.0,10,-0.7
Bon Air,Downtown,420035624001,40.408023,-79.99938,759.0,42.4,1.0,11,47.0,1.0,2,42.4,1.0,11,47.0,1.0,2,4.6
Bon Air,Oakland,420035624001,40.408023,-79.99938,759.0,47.1,1.0,11,66.4,1.0,2,47.1,1.0,11,68.4,1.0,2,19.3
"Brackenridge borough (Allegheny, PA)",Downtown,420034020001,40.613113,-79.739879,625.0,84.7,0.275,9,158.5,1.0,4,84.7,0.275,9,158.7,1.0,4,73.8
"Brackenridge borough (Allegheny, PA)",Downtown,420034020002,40.609511,-79.738682,588.0,84.7,0.275,7,156.5,1.0,6,84.7,0.275,7,156.7,1.0,6,71.8
"Brackenridge borough (Allegheny, PA)",Downtown,420034020003,40.608454,-79.745315,1096.0,76.7,0.317,10,151.5,1.0,10,76.7,0.317,10,151.7,1.0,10,74.8
"Brackenridge borough (Allegheny, PA)",Downtown,420034020004,40.604507,-79.739643,931.0,,0.0,0,110.5,1.0,3,,0.0,0,112.4,1.0,3,
"Brackenridge borough (Allegheny, PA)",Oakland,420034020001,40.613113,-79.739879,625.0,102.1,0.275,9,157.7,1.0,4,104.1,0.275,9,160.7,1.0,4,55.6
"Brackenridge borough (Allegheny, PA)",Oakland,420034020002,40.609511,-79.738682,588.0,102.1,0.275,7,155.7,1.0,6,104.1,0.275,7,158.7,1.0,6,53.6
"Brackenridge borough (Allegheny, PA)",Oakland,420034020003,40.608454,-79.745315,1096.0,94.1,0.317,10,150.7,1.0,10,96.1,0.317,10,153.7,1.0,10,56.6
"Brackenridge borough (Allegheny, PA)",Oakland,420034020004,40.604507,-79.739643,931.0,,0.0,0,117.7,1.0,3,,0.0,0,117.7,1.0,3,
"Braddock Hills borough (Allegheny, PA)",Downtown,420035152001,40.425131,-79.877218,969.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Braddock Hills borough (Allegheny, PA)",Downtown,420035170001,40.422607,-79.870943,615.0,54.7,1.0,6,63.4,1.0,6,55.0,1.0,6,63.4,1.0,6,8.7
"Braddock Hills borough (Allegheny, PA)",Downtown,420035170002,40.414182,-79.858211,1115.0,53.0,1.0,6,57.4,1.0,6,53.0,1.0,6,57.5,1.0,6,4.4
"Braddock Hills borough (Allegheny, PA)",Oakland,420035152001,40.425131,-79.877218,969.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Braddock Hills borough (Allegheny, PA)",Oakland,420035170001,40.422607,-79.870943,615.0,71.1,1.0,6,69.7,1.0,6,72.1,1.0,6,69.7,1.0,6,-1.4
"Braddock Hills borough (Allegheny, PA)",Oakland,420035170002,40.414182,-79.858211,1115.0,61.1,1.0,6,61.7,1.0,6,61.1,1.0,6,61.7,1.0,6,0.6
"Braddock borough (Allegheny, PA)",Downtown,420035138001,40.408124,-79.869454,685.0,49.0,1.0,16,53.5,1.0,9,49.0,1.0,16,53.5,1.0,9,4.5
"Braddock borough (Allegheny, PA)",Downtown,420035138002,40.403268,-79.86841,1036.0,49.0,1.0,19,50.5,1.0,13,49.0,1.0,19,50.5,1.0,13,1.5
"Braddock borough (Allegheny, PA)",Oakland,420035138001,40.408124,-79.869454,685.0,56.1,1.0,16,57.7,1.0,9,56.1,1.0,16,57.7,1.0,9,1.6
"Braddock borough (Allegheny, PA)",Oakland,420035138002,40.403268,-79.86841,1036.0,53.1,1.0,19,58.7,1.0,13,53.1,1.0,19,58.7,1.0,13,5.6
"Brentwood borough (Allegheny, PA)",Downtown,420034781001,40.378457,-79.978663,1280.0,45.4,1.0,5,45.4,1.0,5,45.4,1.0,5,45.4,1.0,5,0.0
"Brentwood borough (Allegheny, PA)",Downtown,420034781002,40.374228,-79.979064,793.0,46.2,1.0,4,43.4,1.0,4,46.2,1.0,4,43.4,1.0,4,-2.8
"Brentwood borough (Allegheny, PA)",Downtown,420034781003,40.368344,-79.981066,1160.0,46.4,1.0,11,44.4,1.0,11,46.4,1.0,11,44.4,1.0,11,-2.0
"Brentwood borough (Allegheny, PA)",Downtown,420034781004,40.376997,-79.983001,1130.0,43.2,1.0,4,42.4,1.0,4,43.2,1.0,4,42.4,1.0,4,-0.8
"Brentwood borough (Allegheny, PA)",Downtown,420034782001,40.365519,-79.978062,1441.0,51.4,1.0,9,45.4,1.0,9,51.4,1.0,9,45.4,1.0,9,-6.0
"Brentwood borough (Allegheny, PA)",Downtown,420034782002,40.374751,-79.970323,2130.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Brentwood borough (Allegheny, PA)",Downtown,420034782003,40.3825,-79.972848,2148.0,47.4,1.0,9,48.4,1.0,5,47.4,1.0,9,48.4,1.0,5,1.0
"Brentwood borough (Allegheny, PA)",Oakland,420034781001,40.378457,-79.978663,1280.0,57.1,1.0,5,53.4,1.0,5,57.1,1.0,5,57.4,1.0,5,-3.7
"Brentwood borough (Allegheny, PA)",Oakland,420034781002,40.374228,-79.979064,793.0,65.1,1.0,4,58.0,1.0,4,65.1,1.0,4,62.4,1.0,4,-7.1
"Brentwood borough (Allegheny, PA)",Oakland,420034781003,40.368344,-79.981066,1160.0,67.1,1.0,11,60.4,1.0,11,67.1,1.0,11,63.4,1.0,11,-6.7
"Brentwood borough (Allegheny, PA)",Oakland,420034781004,40.376997,-79.983001,1130.0,70.1,1.0,4,65.4,1.0,4,70.1,1.0,4,65.4,1.0,4,-4.7
"Brentwood borough (Allegheny, PA)",Oakland,420034782001,40.365519,-79.978062,1441.0,68.1,1.0,9,61.4,1.0,9,68.1,1.0,9,64.4,1.0,9,-6.7
"Brentwood borough (Allegheny, PA)",Oakland,420034782002,40.374751,-79.970323,2130.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Brentwood borough (Allegheny, PA)",Oakland,420034782003,40.3825,-79.972848,2148.0,59.1,1.0,9,56.1,1.0,5,60.1,1.0,9,59.4,1.0,5,-3.0
"Bridgeville borough (Allegheny, PA)",Downtown,420034560032,40.340769,-80.122508,988.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Bridgeville borough (Allegheny, PA)",Downtown,420034560034,40.346451,-80.132439,1959.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Bridgeville borough (Allegheny, PA)",Downtown,420034571001,40.363397,-80.114882,721.0,74.7,1.0,2,76.7,1.0,2,74.7,1.0,2,76.7,1.0,2,2.0
"Bridgeville borough (Allegheny, PA)",Downtown,420034571002,40.358195,-80.113463,685.0,64.7,1.0,11,70.7,1.0,6,64.7,1.0,11,70.7,1.0,6,6.0
"Bridgeville borough (Allegheny, PA)",Downtown,420034572001,40.360835,-80.103423,541.0,86.4,1.0,6,,0.0,0,97.4,1.0,6,,0.0,0,
"Bridgeville borough (Allegheny, PA)",Downtown,420034572002,40.358561,-80.100928,730.0,82.7,1.0,6,,0.0,0,91.4,1.0,6,,0.0,0,
"Bridgeville borough (Allegheny, PA)",Downtown,420034572003,40.353825,-80.100819,1260.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Bridgeville borough (Allegheny, PA)",Downtown,420034572004,40.352755,-80.10747,867.0,91.4,1.0,6,71.7,1.0,11,91.4,1.0,6,71.7,1.0,11,-19.7
"Bridgeville borough (Allegheny, PA)",Oakland,420034560032,40.340769,-80.122508,988.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Bridgeville borough (Allegheny, PA)",Oakland,420034560034,40.346451,-80.132439,1959.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Bridgeville borough (Allegheny, PA)",Oakland,420034571001,40.363397,-80.114882,721.0,99.1,1.0,2,92.4,1.0,2,99.1,1.0,2,92.4,1.0,2,-6.7
"Bridgeville borough (Allegheny, PA)",Oakland,420034571002,40.358195,-80.113463,685.0,89.1,1.0,11,86.4,1.0,6,91.1,1.0,11,86.4,1.0,6,-2.7
"Bridgeville borough (Allegheny, PA)",Oakland,420034572001,40.360835,-80.103423,541.0,110.1,1.0,6,,0.0,0,124.1,1.0,6,,0.0,0,
"Bridgeville borough (Allegheny, PA)",Oakland,420034572002,40.358561,-80.100928,730.0,107.1,1.0,6,,0.0,0,120.1,1.0,6,,0.0,0,
"Bridgeville borough (Allegheny, PA)",Oakland,420034572003,40.353825,-80.100819,1260.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Bridgeville borough (Allegheny, PA)",Oakland,420034572004,40.352755,-80.10747,867.0,112.1,1.0,6,87.4,1.0,11,120.1,1.0,6,87.4,1.0,11,-24.7
Brighton Heights,Downtown,420032701001,40.484583,-80.039539,1523.0,38.9,1.0,19,38.0,1.0,21,38.9,1.0,19,38.0,1.0,21,-0.9
Brighton Heights,Downtown,420032701002,40.483315,-80.044075,1055.0,42.9,1.0,10,44.9,1.0,12,42.9,1.0,10,44.9,1.0,12,2.0
Brighton Heights,Downtown,420032703001,40.478474,-80.035288,1127.0,39.9,1.0,12,39.0,1.0,12,39.9,1.0,12,39.0,1.0,12,-0.9
Brighton Heights,Downtown,420032703002,40.477203,-80.039601,779.0,37.3,1.0,14,36.6,1.0,14,37.3,1.0,14,36.6,1.0,14,-0.7
Brighton Heights,Downtown,420032708001,40.48823,-80.037359,726.0,38.9,1.0,6,39.0,1.0,6,38.9,1.0,6,39.0,1.0,6,0.1
Brighton Heights,Downtown,420032708002,40.481801,-80.031651,992.0,37.9,1.0,10,38.0,1.0,11,37.9,1.0,10,38.0,1.0,11,0.1
Brighton Heights,Downtown,420032708003,40.486669,-80.030384,903.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
Brighton Heights,Oakland,420032701001,40.484583,-80.039539,1523.0,62.1,1.0,19,61.4,1.0,21,68.1,1.0,19,62.4,1.0,21,-0.7
Brighton Heights,Oakland,420032701002,40.483315,-80.044075,1055.0,67.1,1.0,10,68.2,1.0,12,71.1,1.0,10,68.4,1.0,12,1.1
Brighton Heights,Oakland,420032703001,40.478474,-80.035288,1127.0,64.1,1.0,12,61.4,1.0,12,69.1,1.0,12,61.4,1.0,12,-2.7
Brighton Heights,Oakland,420032703002,40.477203,-80.039601,779.0,62.1,1.0,14,59.4,1.0,14,65.1,1.0,14,59.4,1.0,14,-2.7
Brighton Heights,Oakland,420032708001,40.48823,-80.037359,726.0,63.1,1.0,6,60.4,1.0,6,69.1,1.0,6,61.4,1.0,6,-2.7
Brighton Heights,Oakland,420032708002,40.481801,-80.031651,992.0,61.1,1.0,10,59.4,1.0,11,68.1,1.0,10,60.4,1.0,11,-1.7
Brighton Heights,Oakland,420032708003,40.486669,-80.030384,903.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
Brookline,Downtown,420031917001,40.403488,-80.011425,2116.0,43.4,1.0,4,43.4,1.0,4,43.4,1.0,4,43.4,1.0,4,0.0
Brookline,Downtown,420031917002,40.401596,-80.01764,1275.0,38.4,1.0,12,38.6,1.0,12,38.4,1.0,12,38.6,1.0,12,0.2
Brookline,Downtown,420031918001,40.392283,-80.02029,722.0,46.2,1.0,7,44.4,1.0,7,47.4,1.0,7,44.4,1.0,7,-1.8
Brookline,Downtown,420031918002,40.39055,-80.022706,657.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
Brookline,Downtown,420031918003,40.389733,-80.016904,648.0,47.4,1.0,5,45.4,1.0,4,49.4,1.0,5,45.4,1.0,4,-2.0
Brookline,Downtown,420031918004,40.393471,-80.026548,766.0,,0.0,0,64.4,1.0,3,,0.0,0,64.4,1.0,3,
Brookline,Downtown,420031918005,40.385619,-80.013668,702.0,62.4,1.0,1,,0.0,0,64.4,1.0,1,,0.0,0,
Brookline,Downtown,420031918006,40.386428,-80.009429,941.0,60.4,1.0,6,65.4,1.0,2,62.4,1.0,6,65.4,1.0,2,5.0
Brookline,Downtown,420031918007,40.390051,-80.012325,816.0,50.4,1.0,12,47.4,1.0,9,52.4,1.0,12,47.4,1.0,9,-3.0
Brookline,Downtown,420031919001,40.397121,-80.019921,777.0,45.4,1.0,13,44.4,1.0,16,45.4,1.0,13,44.4,1.0,16,-1.0
Brookline,Downtown,420031919002,40.394789,-80.019192,814.0,45.4,1.0,9,43.4,1.0,8,46.4,1.0,9,43.4,1.0,8,-2.0
Brookline,Downtown,420033206001,40.395808,-80.008729,1102.0,58.4,1.0,3,58.4,1.0,3,60.4,1.0,3,58.4,1.0,3,0.0
Brookline,Downtown,420033206002,40.393105,-80.004421,1141.0,48.2,1.0,7,47.4,1.0,7,50.4,1.0,7,47.4,1.0,7,-0.8
Brookline,Downtown,420034733001,40.384694,-80.027701,1374.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
Brookline,Downtown,420034761001,40.376526,-80.011372,668.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
Brookline,Downtown,420034790001,40.382888,-80.013541,877.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
Brookline,Downtown,420034790002,40.377879,-80.017742,1108.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
Brookline,Oakland,420031917001,40.403488,-80.011425,2116.0,69.1,1.0,4,60.4,1.0,4,69.1,1.0,4,63.4,1.0,4,-8.7
Brookline,Oakland,420031917002,40.401596,-80.01764,1275.0,66.1,1.0,12,54.4,1.0,12,66.1,1.0,12,54.4,1.0,12,-11.7
Brookline,Oakland,420031918001,40.392283,-80.02029,722.0,73.1,1.0,7,62.4,1.0,7,73.1,1.0,7,62.4,1.0,7,-10.7
Brookline,Oakland,420031918002,40.39055,-80.022706,657.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
Brookline,Oakland,420031918003,40.389733,-80.016904,648.0,75.1,1.0,5,64.4,1.0,4,75.1,1.0,5,64.4,1.0,4,-10.7
Brookline,Oakland,420031918004,40.393471,-80.026548,766.0,,0.0,0,83.4,1.0,3,,0.0,0,83.4,1.0,3,
Brookline,Oakland,420031918005,40.385619,-80.013668,702.0,90.1,1.0,1,,0.0,0,90.1,1.0,1,,0.0,0,
Brookline,Oakland,420031918006,40.386428,-80.009429,941.0,88.3,1.0,6,84.4,1.0,2,89.1,1.0,6,84.4,1.0,2,-3.9
Brookline,Oakland,420031918007,40.390051,-80.012325,816.0,78.3,1.0,12,66.4,1.0,9,79.1,1.0,12,66.4,1.0,9,-11.9
Brookline,Oakland,420031919001,40.397121,-80.019921,777.0,71.1,1.0,13,62.4,1.0,16,71.1,1.0,13,62.4,1.0,16,-8.7
Brookline,Oakland,420031919002,40.394789,-80.019192,814.0,72.1,1.0,9,62.4,1.0,8,72.1,1.0,9,62.4,1.0,8,-9.7
Brookline,Oakland,420033206001,40.395808,-80.008729,1102.0,86.3,1.0,3,78.4,1.0,3,87.1,1.0,3,78.4,1.0,3,-7.9
Brookline,Oakland,420033206002,40.393105,-80.004421,1141.0,76.1,1.0,7,67.4,1.0,7,76.1,1.0,7,67.4,1.0,7,-8.7
Brookline,Oakland,420034733001,40.384694,-80.027701,1374.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
Brookline,Oakland,420034761001,40.376526,-80.011372,668.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
Brookline,Oakland,420034790001,40.382888,-80.013541,877.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
Brookline,Oakland,420034790002,40.377879,-80.017742,1108.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
California-Kirkbride,Downtown,420035652003,40.460042,-80.021645,709.0,28.9,1.0,17,31.9,1.0,12,28.9,1.0,17,31.9,1.0,12,3.0
California-Kirkbride,Oakland,420035652003,40.460042,-80.021645,709.0,53.1,1.0,17,53.4,1.0,12,56.1,1.0,17,54.4,1.0,12,0.3
"Carnegie borough (Allegheny, PA)",Downtown,420034580021,40.406859,-80.102609,874.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Carnegie borough (Allegheny, PA)",Downtown,420034687001,40.412852,-80.089991,1067.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Carnegie borough (Allegheny, PA)",Downtown,420034687002,40.413765,-80.08889,603.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Carnegie borough (Allegheny, PA)",Downtown,420034688001,40.403088,-80.090807,589.0,39.7,1.0,8,36.6,1.0,2,39.7,1.0,8,36.6,1.0,2,-3.1
"Carnegie borough (Allegheny, PA)",Downtown,420034688002,40.40411,-80.094787,665.0,53.7,0.558,2,,0.0,0,53.7,0.558,2,,0.0,0,
"Carnegie borough (Allegheny, PA)",Downtown,420034688003,40.40814,-80.096019,1299.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Carnegie borough (Allegheny, PA)",Downtown,420034689001,40.406708,-80.078515,1271.0,,0.0,0,63.3,1.0,4,,0.0,0,63.3,1.0,4,
"Carnegie borough (Allegheny, PA)",Downtown,420034689002,40.402745,-80.078085,921.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Carnegie borough (Allegheny, PA)",Downtown,420034689003,40.402372,-80.084829,1719.0,59.7,1.0,12,59.6,1.0,9,59.7,1.0,12,59.6,1.0,9,-0.1
"Carnegie borough (Allegheny, PA)",Downtown,420035641001,40.423417,-80.090453,441.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Carnegie borough (Allegheny, PA)",Oakland,420034580021,40.406859,-80.102609,874.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Carnegie borough (Allegheny, PA)",Oakland,420034687001,40.412852,-80.089991,1067.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Carnegie borough (Allegheny, PA)",Oakland,420034687002,40.413765,-80.08889,603.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Carnegie borough (Allegheny, PA)",Oakland,420034688001,40.403088,-80.090807,589.0,61.1,1.0,8,54.4,1.0,2,61.1,1.0,8,54.4,1.0,2,-6.7
"Carnegie borough (Allegheny, PA)",Oakland,420034688002,40.40411,-80.094787,665.0,80.1,0.558,2,,0.0,0,80.1,0.558,2,,0.0,0,
"Carnegie borough (Allegheny, PA)",Oakland,420034688003,40.40814,-80.096019,1299.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Carnegie borough (Allegheny, PA)",Oakland,420034689001,40.406708,-80.078515,1271.0,,0.0,0,83.4,1.0,4,,0.0,0,83.4,1.0,4,
"Carnegie borough (Allegheny, PA)",Oakland,420034689002,40.402745,-80.078085,921.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Carnegie borough (Allegheny, PA)",Oakland,420034689003,40.402372,-80.084829,1719.0,82.1,1.0,12,75.4,1.0,9,82.1,1.0,12,75.4,1.0,9,-6.7
"Carnegie borough (Allegheny, PA)",Oakland,420035641001,40.423417,-80.090453,441.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
Carrick,Downtown,420032901001,40.402279,-79.993884,633.0,39.4,1.0,2,40.4,1.0,2,39.4,1.0,2,40.4,1.0,2,1.0
Carrick,Downtown,420032901002,40.397292,-79.991185,697.0,35.4,1.0,6,37.4,1.0,6,35.4,1.0,6,37.4,1.0,6,2.0
Carrick,Downtown,420032901003,40.393884,-79.989867,800.0,39.4,1.0,7,40.4,1.0,7,39.4,1.0,7,40.4,1.0,7,1.0
Carrick,Downtown,420032902001,40.401636,-79.982674,927.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
Carrick,Downtown,420032902002,40.391395,-79.983967,955.0,37.4,1.0,8,39.4,1.0,8,37.4,1.0,8,39.4,1.0,8,2.0
Carrick,Downtown,420032902003,40.395157,-79.984137,617.0,36.4,1.0,6,38.4,1.0,6,36.4,1.0,6,38.4,1.0,6,2.0
Carrick,Downtown,420032902004,40.399482,-79.986623,678.0,36.4,1.0,8,37.4,1.0,8,36.4,1.0,8,37.4,1.0,8,1.0
Carrick,Downtown,420032902005,40.403736,-79.987734,964.0,35.4,1.0,6,36.4,1.0,6,35.4,1.0,6,36.4,1.0,6,1.0
Carrick,Downtown,420032904001,40.386476,-79.987939,1281.0,41.4,1.0,5,42.4,1.0,5,41.4,1.0,5,42.4,1.0,5,1.0
Carrick,Downtown,420032904002,40.387229,-79.982129,1240.0,38.4,1.0,9,39.4,1.0,9,38.4,1.0,9,39.4,1.0,9,1.0
Carrick,Downtown,420032904003,40.382621,-79.979933,616.0,43.4,1.0,8,44.4,1.0,8,43.4,1.0,8,44.4,1.0,8,1.0
Carrick,Downtown,420032904004,40.390332,-79.976376,882.0,54.4,1.0,10,,0.0,0,64.4,1.0,10,,0.0,0,
Carrick,Oakland,420032901001,40.402279,-79.993884,633.0,50.1,1.0,2,47.4,1.0,2,51.1,1.0,2,50.4,1.0,2,-2.7
Carrick,Oakland,420032901002,40.397292,-79.991185,697.0,46.1,1.0,6,44.4,1.0,6,46.1,1.0,6,47.4,1.0,6,-1.7
Carrick,Oakland,420032901003,40.393884,-79.989867,800.0,50.1,1.0,7,47.4,1.0,7,51.1,1.0,7,50.4,1.0,7,-2.7
Carrick,Oakland,420032902001,40.401636,-79.982674,927.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
Carrick,Oakland,420032902002,40.391395,-79.983967,955.0,48.1,1.0,8,46.4,1.0,8,48.1,1.0,8,49.4,1.0,8,-1.7
Carrick,Oakland,420032902003,40.395157,-79.984137,617.0,47.1,1.0,6,45.4,1.0,6,47.1,1.0,6,48.4,1.0,6,-1.7
Carrick,Oakland,420032902004,40.399482,-79.986623,678.0,47.1,1.0,8,44.4,1.0,8,47.1,1.0,8,47.4,1.0,8,-2.7
Carrick,Oakland,420032902005,40.403736,-79.987734,964.0,46.1,1.0,6,43.4,1.0,6,46.1,1.0,6,46.4,1.0,6,-2.7
Carrick,Oakland,420032904001,40.386476,-79.987939,1281.0,53.1,1.0,5,50.1,1.0,5,53.1,1.0,5,53.4,1.0,5,-3.0
Carrick,Oakland,420032904002,40.387229,-79.982129,1240.0,49.1,1.0,9,46.4,1.0,9,50.1,1.0,9,49.4,1.0,9,-2.7
Carrick,Oakland,420032904003,40.382621,-79.979933,616.0,55.1,1.0,8,51.4,1.0,8,55.1,1.0,8,54.4,1.0,8,-3.7
Carrick,Oakland,420032904004,40.390332,-79.976376,882.0,67.1,1.0,10,,0.0,0,77.1,1.0,10,,0.0,0,
"Castle Shannon borough (Allegheny, PA)",Downtown,420034733003,40.375132,-80.02644,1294.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Castle Shannon borough (Allegheny, PA)",Downtown,420034734022,40.364848,-80.038803,719.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Castle Shannon borough (Allegheny, PA)",Downtown,420034761002,40.373154,-80.016713,581.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Castle Shannon borough (Allegheny, PA)",Downtown,420034761003,40.368121,-80.020217,880.0,45.5,1.0,2,43.0,1.0,2,45.5,1.0,2,43.0,1.0,2,-2.5
"Castle Shannon borough (Allegheny, PA)",Downtown,420034761004,40.365887,-80.031332,1473.0,53.5,1.0,4,49.0,1.0,4,53.5,1.0,4,49.0,1.0,4,-4.5
"Castle Shannon borough (Allegheny, PA)",Downtown,420034762003,40.360573,-80.022853,1199.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Castle Shannon borough (Allegheny, PA)",Oakland,420034733003,40.375132,-80.02644,1294.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Castle Shannon borough (Allegheny, PA)",Oakland,420034734022,40.364848,-80.038803,719.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Castle Shannon borough (Allegheny, PA)",Oakland,420034761002,40.373154,-80.016713,581.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
