place,anchor,origin_source,origin_points,origin_population,origin_centre_lat,origin_centre_lon,dest_lat,dest_lon,headline_current_median_min,headline_current_best_min,headline_current_worst_min,headline_current_reachable_fraction,headline_current_median_transfers,headline_current_median_wait_min,headline_proposed_median_min,headline_proposed_best_min,headline_proposed_worst_min,headline_proposed_reachable_fraction,headline_proposed_median_transfers,headline_proposed_median_wait_min,strict_current_median_min,strict_current_best_min,strict_current_worst_min,strict_current_reachable_fraction,strict_current_median_transfers,strict_current_median_wait_min,strict_proposed_median_min,strict_proposed_best_min,strict_proposed_worst_min,strict_proposed_reachable_fraction,strict_proposed_median_transfers,strict_proposed_median_wait_min,headline_current_origin_coverage_fraction,headline_current_dest_access_stops,headline_proposed_origin_coverage_fraction,headline_proposed_dest_access_stops,strict_current_origin_coverage_fraction,strict_current_dest_access_stops,strict_proposed_origin_coverage_fraction,strict_proposed_dest_access_stops,headline_classification,strict_classification,change_headline_min,change_strict_min,sign_flips_between_radii,spread_headline_min
"Whitehall borough (Allegheny, PA)",Downtown,residents,15,18974.0,40.360957,-79.990169,40.440773,-79.999105,61.4,30.4,96.2,0.581,0,19.4,50.4,30.0,69.4,0.403,0,11.0,61.4,30.4,96.2,0.581,0,19.7,50.4,30.0,69.4,0.403,0,11.0,0.692,42,0.526,38,0.692,42,0.526,38,comparable,comparable,-11.0,-11.0,False,17.0
"Whitehall borough (Allegheny, PA)",Oakland,residents,15,18974.0,40.360957,-79.990169,40.443719,-79.958853,85.2,54.2,121.2,0.581,1,24.9,70.2,45.2,91.2,0.403,1,16.4,85.2,54.2,121.2,0.581,1,26.1,71.2,45.2,91.2,0.403,1,18.8,0.692,14,0.526,11,0.692,14,0.526,11,comparable,comparable,-15.0,-14.0,False,16.8
"Wilkins township (Allegheny, PA)",Downtown,residents,2,3258.0,40.432021,-79.815764,40.440773,-79.999105,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,0.443,42,0.443,38,0.443,42,0.443,38,no_journey,no_journey,,,,
"Wilkins township (Allegheny, PA)",Oakland,residents,2,3258.0,40.432021,-79.815764,40.443719,-79.958853,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,0.443,14,0.443,11,0.443,14,0.443,11,no_journey,no_journey,,,,
"Wilkinsburg borough (Allegheny, PA)",Downtown,residents,17,15146.0,40.442747,-79.876239,40.440773,-79.999105,37.9,20.7,88.0,0.962,0,6.8,41.4,26.4,75.0,0.881,1,7.6,38.0,20.7,88.0,0.962,1,7.5,41.4,26.4,75.0,0.881,1,7.7,0.962,42,0.881,38,0.962,42,0.881,38,comparable,comparable,3.5,3.4,False,11.2
"Wilkinsburg borough (Allegheny, PA)",Oakland,residents,17,15146.0,40.442747,-79.876239,40.443719,-79.958853,45.0,27.0,94.0,0.962,1,7.6,42.7,28.4,82.4,0.881,1,11.3,46.0,27.0,94.0,0.962,1,8.5,42.7,28.4,82.4,0.881,1,11.6,0.962,14,0.881,11,0.962,14,0.881,11,comparable,comparable,-2.3,-3.3,False,7.3
"Wilmerding borough (Allegheny, PA)",Downtown,residents,3,2583.0,40.39171,-79.807834,40.440773,-79.999105,78.0,46.7,122.0,0.69,1,22.0,79.0,52.5,120.0,0.69,0,22.3,78.0,46.7,122.0,0.69,1,24.0,79.0,52.5,120.0,0.69,0,22.3,0.69,42,0.69,38,0.69,42,0.69,38,comparable,comparable,1.0,1.0,False,4.0
"Wilmerding borough (Allegheny, PA)",Oakland,residents,3,2583.0,40.39171,-79.807834,40.443719,-79.958853,78.0,55.0,111.0,0.69,0,17.6,83.4,58.4,127.4,0.69,1,31.6,78.0,55.0,111.0,0.69,0,17.6,83.4,58.4,127.4,0.69,1,31.6,0.69,14,0.69,11,0.69,14,0.69,11,comparable,comparable,5.4,5.4,False,1.0
Windgap,Downtown,residents,1,757.0,40.459317,-80.077464,40.440773,-79.999105,39.2,27.2,58.2,1.0,0,8.6,49.6,33.3,68.7,1.0,1,20.6,39.3,27.3,58.3,1.0,0,8.6,49.6,33.3,68.7,1.0,1,21.6,1.0,42,1.0,38,1.0,42,1.0,38,comparable,comparable,10.4,10.3,False,
Windgap,Oakland,residents,1,757.0,40.459317,-80.077464,40.443719,-79.958853,61.2,46.2,81.2,1.0,1,16.3,67.2,43.2,90.2,1.0,1,26.6,61.2,46.2,81.2,1.0,1,17.5,67.2,43.2,90.2,1.0,1,27.6,1.0,14,1.0,11,1.0,14,1.0,11,comparable,comparable,6.0,6.0,False,
